['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '155573743/5445081175', '2333606147/81676217625', '777868717/27225405875', '777868719/27225405875', '2333606167/81676217625', '777868727/27225405875', '466721239/16335243525', '777868737/27225405875', '777868743/27225405875', '466721249/16335243525', '777868753/27225405875', '2333606273/81676217625', '777868761/27225405875', '777868763/27225405875', '2333606293/81676217625', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175', '155573753/5445081175']
['19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '19446718/680635147', '583401541/20419054410', '291700771/10209527205', '291700772/10209527205', '583401547/20419054410', '58340155/2041905441', '583401553/20419054410', '583401557/20419054410', '58340156/2041905441', '583401563/20419054410', '291700783/10209527205', '291700784/10209527205', '583401569/20419054410', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147', '19446719/680635147']
['2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606171/81676217651', '2333606173/81676217651', '333372311/11668031093', '2333606183/81676217651', '2333606193/81676217651', '2333606203/81676217651', '2333606213/81676217651', '2333606227/81676217651', '2333606237/81676217651', '333372321/11668031093', '2333606257/81676217651', '2333606263/81676217651', '2333606267/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651', '2333606269/81676217651']
['61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '61410689/2149374149', '1166803093/40838108831', '1166803095/40838108831', '1166803099/40838108831', '1166803103/40838108831', '1166803107/40838108831', '1166803113/40838108831', '1166803117/40838108831', '1166803121/40838108831', '1166803125/40838108831', '1166803127/40838108831', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149', '61410691/2149374149']
['75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '75277619/2634716699', '2333606191/81676217669', '11059745/387091079', '2333606201/81676217669', '2333606209/81676217669', '2333606215/81676217669', '2333606225/81676217669', '2333606231/81676217669', '2333606239/81676217669', '2333606245/81676217669', '2333606249/81676217669', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699', '75277621/2634716699']
['194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '194467183/6806351473', '583401550/20419054419', '583401551/20419054419', '583401553/20419054419', '583401554/20419054419', '583401556/20419054419', '583401557/20419054419', '583401559/20419054419', '583401560/20419054419', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473', '194467187/6806351473']
['7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '7224787/252867547', '2333606203/81676217681', '2333606207/81676217681', '2333606213/81676217681', '2333606217/81676217681', '2333606223/81676217681', '2333606227/81676217681', '2333606233/81676217681', '2333606237/81676217681', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299', '122821381/4298748299']
['1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803103/40838108843', '1166803105/40838108843', '1166803107/40838108843', '1166803109/40838108843', '1166803111/40838108843', '166686159/5834015549', '1166803115/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843', '1166803117/40838108843']
['212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '212146019/7425110699', '2333606211/81676217689', '2333606215/81676217689', '2333606219/81676217689', '2333606221/81676217689', '2333606225/81676217689', '2333606229/81676217689', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699', '212146021/7425110699']
['583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401553/20419054423', '583401554/20419054423', '583401555/20419054423', '583401555/20419054423', '583401556/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423', '583401557/20419054423']
['388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '388934369/13612702949', '1166803108/40838108847', '388934370/13612702949', '388934370/13612702949', '1166803112/40838108847', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949', '388934371/13612702949']
['291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '291700777/10209527212', '583401555/20419054424', '583401555/20419054424', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606', '145850389/5104763606']
['777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '777868739/27225405899', '2333606219/81676217697', '2333606221/81676217697', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899', '777868741/27225405899']
['68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '68635477/2402241697', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849', '1166803111/40838108849']
['2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606219/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699', '2333606221/81676217699']
