['0', '106340988/71808016103', '212694443/71808016103', '319072918/71808016103', '425488929/71808016103', '531955045/71808016103', '638483972/71808016103', '745088437/71808016103', '851781275/71808016103', '958575499/71808016103', '1065484212/71808016103', '1172520676/71808016103', '1279698400/71808016103', '1387031023/71808016103', '1494532516/71808016103', '1602216886/71808016103', '1710098763/71808016103', '1818192727/71808016103', '1926513967/71808016103', '2035077876/71808016103', '2143900289/71808016103', '2252997530/71808016103', '2362386333/71808016103', '2472083961/71808016103', '2582108283/71808016103', '2692477747/71808016103', '2803211460/71808016103', '2914329325/71808016103', '3025851996/71808016103', '3137800999/71808016103', '3250198906/71808016103', '3363069288/71808016103', '3476436900/71808016103', '3590327888/71808016103', '3704769788/71808016103', '3819791799/71808016103', '3935425059/71808016103']
['39803219/1472719319', '39803219/1472719319', '39803219/1472719319', '39803219/1472719319', '2268783484/83945001183', '2268783485/83945001183', '2268783487/83945001183', '2268783490/83945001183', '756261165/27981667061', '119409658/4418157957', '756261171/27981667061', '756261176/27981667061', '756261183/27981667061', '756261192/27981667061', '2268783610/83945001183', '2268783649/83945001183', '2268783695/83945001183', '2268783745/83945001183', '756261266/27981667061', '756261284/27981667061', '2268783905/83945001183', '2268783955/83945001183', '2268784001/83945001183', '2268784040/83945001183', '756261358/27981667061', '756261367/27981667061', '756261374/27981667061', '756261379/27981667061', '119409692/4418157957', '756261385/27981667061', '2268784160/83945001183', '2268784163/83945001183', '2268784165/83945001183', '2268784166/83945001183', '39803231/1472719319', '39803231/1472719319', '39803231/1472719319']
['2268783527/83945001227', '2268783527/83945001227', '2268783527/83945001227', '2268783527/83945001227', '4537567055/167890002454', '4537567057/167890002454', '2268783530/83945001227', '4537567065/167890002454', '4537567073/167890002454', '4537567085/167890002454', '4537567103/167890002454', '4537567129/167890002454', '4537567165/167890002454', '2268783606/83945001227', '4537567271/167890002454', '2268783670/83945001227', '2268783710/83945001227', '4537567509/167890002454', '2268783801/83945001227', '2268783849/83945001227', '4537567791/167890002454', '2268783940/83945001227', '2268783980/83945001227', '4537568029/167890002454', '2268784044/83945001227', '4537568135/167890002454', '4537568171/167890002454', '4537568197/167890002454', '4537568215/167890002454', '4537568227/167890002454', '4537568235/167890002454', '2268784120/83945001227', '4537568243/167890002454', '4537568245/167890002454', '2268784123/83945001227', '2268784123/83945001227', '2268784123/83945001227']
['2268783571/83945001271', '2268783571/83945001271', '2268783571/83945001271', '2268783571/83945001271', '2268783571/83945001271', '2268783572/83945001271', '2268783573/83945001271', '2268783575/83945001271', '2268783578/83945001271', '2268783583/83945001271', '2268783590/83945001271', '2268783601/83945001271', '2268783616/83945001271', '2268783636/83945001271', '2268783661/83945001271', '2268783691/83945001271', '2268783725/83945001271', '2268783764/83945001271', '2268783804/83945001271', '2268783846/83945001271', '2268783886/83945001271', '2268783925/83945001271', '2268783959/83945001271', '2268783989/83945001271', '2268784014/83945001271', '2268784034/83945001271', '2268784049/83945001271', '2268784060/83945001271', '2268784067/83945001271', '2268784072/83945001271', '2268784075/83945001271', '2268784077/83945001271', '2268784078/83945001271', '2268784079/83945001271', '2268784079/83945001271', '2268784079/83945001271', '2268784079/83945001271']
['9075134419/335780005219', '9075134419/335780005219', '9075134419/335780005219', '9075134419/335780005219', '9075134419/335780005219', '9075134421/335780005219', '9075134425/335780005219', '9075134431/335780005219', '9075134441/335780005219', '9075134457/335780005219', '9075134481/335780005219', '9075134517/335780005219', '9075134569/335780005219', '9075134637/335780005219', '9075134725/335780005219', '9075134829/335780005219', '9075134949/335780005219', '9075135085/335780005219', '9075135227/335780005219', '9075135373/335780005219', '9075135515/335780005219', '9075135651/335780005219', '9075135771/335780005219', '9075135875/335780005219', '9075135963/335780005219', '9075136031/335780005219', '9075136083/335780005219', '9075136119/335780005219', '9075136143/335780005219', '9075136159/335780005219', '9075136169/335780005219', '9075136175/335780005219', '9075136179/335780005219', '9075136181/335780005219', '9075136181/335780005219', '9075136181/335780005219', '9075136181/335780005219']
['4537567277/167890002677', '4537567277/167890002677', '4537567277/167890002677', '4537567277/167890002677', '4537567277/167890002677', '4537567277/167890002677', '4537567279/167890002677', '4537567281/167890002677', '4537567285/167890002677', '4537567291/167890002677', '4537567301/167890002677', '4537567315/167890002677', '4537567337/167890002677', '4537567365/167890002677', '4537567403/167890002677', '4537567447/167890002677', '4537567499/167890002677', '4537567557/167890002677', '4537567619/167890002677', '4537567681/167890002677', '4537567743/167890002677', '4537567801/167890002677', '4537567853/167890002677', '4537567897/167890002677', '4537567935/167890002677', '4537567963/167890002677', '4537567985/167890002677', '4537567999/167890002677', '4537568009/167890002677', '4537568015/167890002677', '4537568019/167890002677', '4537568021/167890002677', '4537568023/167890002677', '4537568023/167890002677', '4537568023/167890002677', '4537568023/167890002677', '4537568023/167890002677']
['201669659/7461777899', '201669659/7461777899', '201669659/7461777899', '201669659/7461777899', '201669659/7461777899', '201669659/7461777899', '9075134657/335780005455', '3025044887/111926668485', '3025044889/111926668485', '9075134677/335780005455', '9075134693/335780005455', '9075134717/335780005455', '9075134753/335780005455', '9075134803/335780005455', '9075134867/335780005455', '1815026989/67156001091', '1815027007/67156001091', '9075135137/335780005455', '1815027049/67156001091', '1815027071/67156001091', '9075135463/335780005455', '1815027113/67156001091', '1815027131/67156001091', '9075135733/335780005455', '9075135797/335780005455', '9075135847/335780005455', '9075135883/335780005455', '9075135907/335780005455', '9075135923/335780005455', '1008348437/37308889495', '3025045313/111926668485', '9075135943/335780005455', '605009063/22385333697', '605009063/22385333697', '605009063/22385333697', '605009063/22385333697', '605009063/22385333697']
['2268783689/83945001389', '2268783689/83945001389', '2268783689/83945001389', '2268783689/83945001389', '2268783689/83945001389', '2268783689/83945001389', '2268783689/83945001389', '2268783690/83945001389', '2268783691/83945001389', '2268783693/83945001389', '2268783696/83945001389', '2268783701/83945001389', '2268783708/83945001389', '2268783719/83945001389', '2268783732/83945001389', '2268783749/83945001389', '2268783768/83945001389', '2268783790/83945001389', '2268783813/83945001389', '2268783837/83945001389', '2268783860/83945001389', '2268783882/83945001389', '2268783901/83945001389', '2268783918/83945001389', '2268783931/83945001389', '2268783942/83945001389', '2268783949/83945001389', '2268783954/83945001389', '2268783957/83945001389', '2268783959/83945001389', '2268783960/83945001389', '2268783961/83945001389', '2268783961/83945001389', '2268783961/83945001389', '2268783961/83945001389', '2268783961/83945001389', '2268783961/83945001389']
['9075134833/335780005633', '9075134833/335780005633', '9075134833/335780005633', '9075134833/335780005633', '9075134833/335780005633', '9075134833/335780005633', '9075134833/335780005633', '9075134835/335780005633', '9075134839/335780005633', '9075134845/335780005633', '9075134855/335780005633', '9075134871/335780005633', '9075134895/335780005633', '9075134931/335780005633', '9075134977/335780005633', '9075135035/335780005633', '9075135101/335780005633', '9075135177/335780005633', '9075135259/335780005633', '9075135341/335780005633', '9075135423/335780005633', '9075135499/335780005633', '9075135565/335780005633', '9075135623/335780005633', '9075135669/335780005633', '9075135705/335780005633', '9075135729/335780005633', '9075135745/335780005633', '9075135755/335780005633', '9075135761/335780005633', '193087995/7144255439', '9075135767/335780005633', '9075135767/335780005633', '9075135767/335780005633', '9075135767/335780005633', '9075135767/335780005633', '9075135767/335780005633']
['302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '302504497/11192666857', '4537567457/167890002855', '4537567459/167890002855', '4537567463/167890002855', '4537567469/167890002855', '1512522493/55963334285', '4537567493/167890002855', '4537567513/167890002855', '4537567537/167890002855', '907513513/33578000571', '4537567597/167890002855', '4537567633/167890002855', '4537567667/167890002855', '4537567703/167890002855', '907513547/33578000571', '4537567763/167890002855', '4537567787/167890002855', '4537567807/167890002855', '1512522607/55963334285', '4537567831/167890002855', '4537567837/167890002855', '4537567841/167890002855', '4537567843/167890002855', '302504523/11192666857', '302504523/11192666857', '302504523/11192666857', '302504523/11192666857', '302504523/11192666857', '302504523/11192666857', '302504523/11192666857']
['4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567483/167890002883', '4537567484/167890002883', '4537567486/167890002883', '4537567489/167890002883', '4537567494/167890002883', '4537567502/167890002883', '4537567514/167890002883', '4537567531/167890002883', '4537567552/167890002883', '4537567576/167890002883', '4537567604/167890002883', '4537567635/167890002883', '4537567665/167890002883', '4537567696/167890002883', '4537567724/167890002883', '4537567748/167890002883', '4537567769/167890002883', '4537567786/167890002883', '4537567798/167890002883', '4537567806/167890002883', '4537567811/167890002883', '4537567814/167890002883', '4537567816/167890002883', '4537567817/167890002883', '4537567817/167890002883', '4537567817/167890002883', '4537567817/167890002883', '4537567817/167890002883', '4537567817/167890002883', '4537567817/167890002883']
['4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567511/167890002911', '4537567513/167890002911', '4537567515/167890002911', '4537567519/167890002911', '4537567525/167890002911', '4537567535/167890002911', '4537567549/167890002911', '4537567567/167890002911', '4537567587/167890002911', '4537567611/167890002911', '4537567637/167890002911', '4537567663/167890002911', '4537567689/167890002911', '4537567713/167890002911', '4537567733/167890002911', '4537567751/167890002911', '4537567765/167890002911', '4537567775/167890002911', '4537567781/167890002911', '4537567785/167890002911', '4537567787/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911', '4537567789/167890002911']
['1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '1134391883/41972500733', '4537567533/167890002932', '4537567535/167890002932', '2268783769/83945001466', '4537567543/167890002932', '4537567551/167890002932', '4537567563/167890002932', '2268783789/83945001466', '1134391899/41972500733', '1134391904/41972500733', '4537567639/167890002932', '4537567661/167890002932', '1134391921/41972500733', '1134391926/41972500733', '2268783861/83945001466', '4537567737/167890002932', '4537567749/167890002932', '4537567757/167890002932', '2268783881/83945001466', '4537567765/167890002932', '4537567767/167890002932', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733', '1134391942/41972500733']
['4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567553/167890002953', '4537567555/167890002953', '4537567557/167890002953', '4537567561/167890002953', '4537567567/167890002953', '4537567577/167890002953', '4537567589/167890002953', '4537567605/167890002953', '4537567621/167890002953', '4537567641/167890002953', '4537567659/167890002953', '4537567679/167890002953', '4537567695/167890002953', '4537567711/167890002953', '4537567723/167890002953', '4537567733/167890002953', '4537567739/167890002953', '4537567743/167890002953', '4537567745/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953', '4537567747/167890002953']
