['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['600514989/19835037545', '600526843/19835037545', '120108205/3967007509', '600557841/19835037545', '120115515/3967007509', '120120093/3967007509', '600626693/19835037545', '120131271/3967007509', '600689451/19835037545', '600725899/19835037545', '600765521/19835037545', '600808063/19835037545', '600853209/19835037545', '120180117/3967007509', '600949759/19835037545', '601000253/19835037545', '601051589/19835037545', '120220649/3967007509', '120230941/3967007509', '601205437/19835037545', '601254949/19835037545', '601302751/19835037545', '601348387/19835037545', '601391459/19835037545', '601431627/19835037545', '601468607/19835037545', '601502199/19835037545', '120306461/3967007509', '120311783/3967007509', '601582123/19835037545', '601602113/19835037545', '601619133/19835037545', '120326695/3967007509']
['75069865/2479385864', '75071203/2479385864', '75072811/2479385864', '150149439/4958771728', '75076969/2479385864', '150159163/4958771728', '37541293/1239692932', '150171977/4958771728', '75089797/2479385864', '75093995/2479385864', '75098571/2479385864', '75103487/2479385864', '37554357/1239692932', '150228401/4958771728', '9389988/309923233', '75125759/2479385864', '37565859/1239692932', '150275421/4958771728', '150287367/4958771728', '37574783/1239692932', '150310617/4958771728', '150321687/4958771728', '75166127/2479385864', '150342207/4958771728', '150351483/4958771728', '9397500/309923233', '150367729/4958771728', '150374633/4958771728', '18797591/619846466', '150386023/4958771728', '75195289/2479385864', '18799305/619846466', '150397691/4958771728']
['300298569/9917564795', '60060689/1983512959', '300309311/9917564795', '300316299/9917564795', '300324542/9917564795', '300334152/9917564795', '300345214/9917564795', '60071556/1983512959', '300371861/9917564795', '300387421/9917564795', '300404393/9917564795', '300422667/9917564795', '60088420/1983512959', '300462531/9917564795', '300483771/9917564795', '60101120/1983512959', '60105561/1983512959', '300550156/9917564795', '300572414/9917564795', '300594344/9917564795', '300615728/9917564795', '300636338/9917564795', '300655979/9917564795', '300674476/9917564795', '60138335/1983512959', '300707456/9917564795', '60144348/1983512959', '300734486/9917564795', '300745702/9917564795', '300755437/9917564795', '60152756/1983512959', '300770848/9917564795', '60155355/1983512959']
['150158839/4958793067', '150161039/4958793067', '150163689/4958793067', '150166860/4958793067', '150170604/4958793067', '150174989/4958793067', '150180042/4958793067', '150185803/4958793067', '150192267/4958793067', '150199431/4958793067', '150207251/4958793067', '150215693/4958793067', '150224672/4958793067', '150234130/4958793067', '150243963/4958793067', '150254082/4958793067', '150264369/4958793067', '150274735/4958793067', '150285047/4958793067', '150295212/4958793067', '150305111/4958793067', '150314651/4958793067', '150323725/4958793067', '150332269/4958793067', '150340192/4958793067', '150347456/4958793067', '150354011/4958793067', '150359853/4958793067', '150364974/4958793067', '150369414/4958793067', '150373202/4958793067', '150376408/4958793067', '3497188/115320769']
['75083569/2479401137', '150169135/4958802274', '75085775/2479401137', '150174443/4958802274', '300355743/9917604548', '300363781/9917604548', '300373079/9917604548', '300383689/9917604548', '300395629/9917604548', '300408875/9917604548', '300423369/9917604548', '150219511/4958802274', '150227853/4958802274', '75118320/2479401137', '300491577/9917604548', '300510403/9917604548', '300529561/9917604548', '75137213/2479401137', '300568057/9917604548', '300586967/9917604548', '150302693/4958802274', '75155778/2479401137', '150319985/4958802274', '150327905/4958802274', '300670493/9917604548', '75170980/2479401137', '150348013/4958802274', '150353391/4958802274', '300716201/9917604548', '300724337/9917604548', '300731273/9917604548', '75184280/2479401137', '75185499/2479401137']
['150175437/4958811481', '150177231/4958811481', '8834083/291694793', '150182026/4958811481', '11552703/381447037', '11552984/381447037', '150193037/4958811481', '150197886/4958811481', '150203362/4958811481', '150209444/4958811481', '11555086/381447037', '150223329/4958811481', '150231034/4958811481', '150239150/4958811481', '150247614/4958811481', '150256321/4958811481', '150265192/4958811481', '150274117/4958811481', '150283010/4958811481', '150291755/4958811481', '150300275/4958811481', '150308461/4958811481', '150316245/4958811481', '150323541/4958811481', '150330301/4958811481', '150336464/4958811481', '150342015/4958811481', '8843937/291694793', '11565479/381447037', '150354923/4958811481', '150358071/4958811481', '150360712/4958811481', '150362912/4958811481']
['300365229/9917638795', '300368486/9917638795', '60074489/1983527759', '300377214/9917638795', '300382897/9917638795', '300389591/9917638795', '300397377/9917638795', '300406304/9917638795', '300416393/9917638795', '300427632/9917638795', '300439973/9917638795', '300453338/9917638795', '300467622/9917638795', '300482696/9917638795', '2659278/87766715', '60102921/1983527759', '300531093/9917638795', '300547696/9917638795', '300564223/9917638795', '60116097/1983527759', '300596306/9917638795', '300611508/9917638795', '300625938/9917638795', '300639459/9917638795', '300651956/9917638795', '300663343/9917638795', '300673567/9917638795', '60136522/1983527759', '300690491/9917638795', '300697262/9917638795', '300703006/9917638795', '300707821/9917638795', '60142363/1983527759']
['25031632/826471219', '150191255/4958827314', '75096517/2479413657', '75097594/2479413657', '75098879/2479413657', '7152419/236134634', '75102170/2479413657', '75104209/2479413657', '150213031/4958827314', '75109094/2479413657', '150223855/4958827314', '150230009/4958827314', '75118294/2479413657', '25040591/826471219', '3577400/118067317', '265474/8761179', '150265901/4958827314', '50091193/1652942438', '150281213/4958827314', '75144365/2479413657', '50098677/1652942438', '150303047/4958827314', '50103231/1652942438', '25052653/826471219', '150321655/4958827314', '150326879/4958827314', '10737968/354201951', '150335681/4958827314', '25056544/826471219', '7159159/236134634', '150344935/4958827314', '50115703/1652942438', '50116301/1652942438']
['120156793/3967067287', '600789251/19835336435', '600795713/19835336435', '600803539/19835336435', '600812917/19835336435', '120164805/3967067287', '600837009/19835336435', '120170395/3967067287', '600868967/19835336435', '600887973/19835336435', '600908919/19835336435', '600931677/19835336435', '600956059/19835336435', '600981843/19835336435', '120201755/3967067287', '601036547/19835336435', '601064847/19835336435', '601093353/19835336435', '120224343/3967067287', '601149609/19835336435', '601176713/19835336435', '601202711/19835336435', '601227339/19835336435', '120250071/3967067287', '601271557/19835336435', '120258161/3967067287', '601308013/19835336435', '601323161/19835336435', '120267259/3967067287', '601347523/19835336435', '601356993/19835336435', '601364889/19835336435', '601371403/19835336435']
['300404381/9917681807', '300406741/9917681807', '300409645/9917681807', '300413163/9917681807', '300417401/9917681807', '300422427/9917681807', '300428329/9917681807', '300435139/9917681807', '300442905/9917681807', '300451597/9917681807', '300461209/9917681807', '300471659/9917681807', '300482883/9917681807', '300494751/9917681807', '300507175/9917681807', '15816841/521983253', '300533045/9917681807', '300546195/9917681807', '300559289/9917681807', '300572149/9917681807', '300584651/9917681807', '300596617/9917681807', '300607953/9917681807', '300618519/9917681807', '300628247/9917681807', '300637047/9917681807', '300644909/9917681807', '300651799/9917681807', '15824093/521983253', '300662845/9917681807', '300667123/9917681807', '300670671/9917681807', '300673597/9917681807']
['150207520/4958846713', '300417173/9917693426', '300419797/9917693426', '300422993/9917693426', '300426845/9917693426', '150215716/4958846713', '300436825/9917693426', '150221536/4958846713', '150225100/4958846713', '300458207/9917693426', '150233533/4958846713', '150238361/4958846713', '300487097/9917693426', '300498089/9917693426', '150254796/4958846713', '150260734/4958846713', '150266789/4958846713', '300545777/9917693426', '300557913/9917693426', '150284920/4958846713', '150290707/4958846713', '13069239/431204062', '150301487/4958846713', '150306368/4958846713', '150310850/4958846713', '150314902/4958846713', '150318509/4958846713', '300643337/9917693426', '150324394/4958846713', '300653421/9917693426', '150328654/4958846713', '150330265/4958846713', '300663173/9917693426']
['300425699/9917705045', '60085521/1983541009', '300429949/9917705045', '300432823/9917705045', '300436289/9917705045', '300440437/9917705045', '300445321/9917705045', '60090201/1983541009', '60091499/1983541009', '300464817/9917705045', '300472923/9917705045', '60096357/1983541009', '300491311/9917705045', '300501427/9917705045', '300512009/9917705045', '300522957/9917705045', '300534111/9917705045', '300545359/9917705045', '300556537/9917705045', '300567531/9917705045', '300578177/9917705045', '300588377/9917705045', '60119599/1983541009', '300606953/9917705045', '300615153/9917705045', '300622561/9917705045', '300629127/9917705045', '60126975/1983541009', '300639809/9917705045', '300643997/9917705045', '300647493/9917705045', '300650389/9917705045', '300652749/9917705045']
['27312259/901610451', '14306503/472272141', '300438682/9917714961', '300441280/9917714961', '27313130/901610451', '300448202/9917714961', '300452662/9917714961', '300457858/9917714961', '42923402/1416816423', '300470537/9917714961', '33386445/1101968329', '42926596/1416816423', '100164991/3305904987', '300504319/9917714961', '300514114/9917714961', '300524242/9917714961', '100178192/3305904987', '300544988/9917714961', '27323213/901610451', '300565514/9917714961', '300575368/9917714961', '3036210/100178939', '100197892/3305904987', '300601930/9917714961', '300609482/9917714961', '27328753/901610451', '300622307/9917714961', '300627559/9917714961', '100210688/3305904987', '100211957/3305904987', '300639047/9917714961', '100213888/3305904987', '100214599/3305904987']
['300443999/9917724877', '300445521/9917724877', '300447415/9917724877', '300449737/9917724877', '300452571/9917724877', '300455967/9917724877', '300460003/9917724877', '300464711/9917724877', '300470133/9917724877', '300476257/9917724877', '300483087/9917724877', '300490559/9917724877', '300498635/9917724877', '300507211/9917724877', '300516219/9917724877', '300525527/9917724877', '300535041/9917724877', '300544617/9917724877', '300554149/9917724877', '300563497/9917724877', '10364571/341990513', '300581203/9917724877', '300589357/9917724877', '17682171/583395581', '300603811/9917724877', '300610005/9917724877', '300615487/9917724877', '300620243/9917724877', '300624319/9917724877', '17683985/583395581', '17684153/583395581', '300632939/9917724877', '300634845/9917724877']
['300451816/9917733305', '60090637/1983546661', '300454889/9917733305', '300456989/9917733305', '300459552/9917733305', '300462641/9917733305', '300466313/9917733305', '60094123/1983546661', '60095115/1983546661', '300481197/9917733305', '300487469/9917733305', '60098871/1983546661', '300501796/9917733305', '300509717/9917733305', '300518034/9917733305', '300526644/9917733305', '60107087/1983546661', '300544299/9917733305', '300553107/9917733305', '300561753/9917733305', '60114024/1983546661', '300578104/9917733305', '60117123/1983546661', '300592571/9917733305', '60119782/1983546661', '60120919/1983546661', '300609608/9917733305', '300613953/9917733305', '60123532/1983546661', '60124155/1983546661', '300623357/9917733305', '300625471/9917733305', '60125437/1983546661']
['100153211/3305913911', '300460849/9917741733', '100154121/3305913911', '100154747/3305913911', '100155511/3305913911', '300469315/9917741733', '100157541/3305913911', '300476519/9917741733', '100160339/3305913911', '300486137/9917741733', '300491851/9917741733', '300498151/9917741733', '100168319/3305913911', '100170741/3305913911', '100173283/3305913911', '300527761/9917741733', '300535829/9917741733', '100181327/3305913911', '300552065/9917741733', '300560009/9917741733', '100189227/3305913911', '300575005/9917741733', '300581873/9917741733', '300588235/9917741733', '100198003/3305913911', '300599185/9917741733', '100201243/3305913911', '300607663/9917741733', '100203667/3305913911', '300613805/9917741733', '100205371/3305913911', '100206001/3305913911', '300619525/9917741733']
