['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['8836313086/344616319179', '173261041/6757182729', '8836313098/344616319179', '2945437703/114872106393', '2945437708/114872106393', '8836313146/344616319179', '519783128/20271548187', '8836313218/344616319179', '327270862/12763567377', '8836313350/344616319179', '173261048/6757182729', '8836313575/344616319179', '36363431/1418174153', '8836313927/344616319179', '981812684/38290702131', '2945438141/114872106393', '8836314722/344616319179', '304700519/11883321351', '803301400/31328756289', '8836315766/344616319179', '8836316132/344616319179', '8836316498/344616319179', '981812983/38290702131', '2945439059/114872106393', '3397277/132493779', '2945439248/114872106393', '8836317973/344616319179', '2945439389/114872106393', '8836318325/344616319179', '2945439484/114872106393', '8836318550/344616319179', '2945439542/114872106393', '8836318682/344616319179', '8836318724/344616319179', '8836318754/344616319179', '2945439592/114872106393', '981813199/38290702131', '8836318802/344616319179', '327271067/12763567377']
['17672626791/689232638980', '17672626799/689232638980', '17672626811/689232638980', '17672626829/689232638980', '3534525371/137846527796', '4418156723/172308159745', '4418156736/172308159745', '4418156754/172308159745', '8836313557/344616319490', '8836313623/344616319490', '17672627419/689232638980', '8836313821/344616319490', '17672627923/689232638980', '17672628267/689232638980', '17672628677/689232638980', '17672629153/689232638980', '17672629691/689232638980', '17672630281/689232638980', '1767263091/68923263898', '4418157892/172308159745', '17672632229/689232638980', '8836316443/344616319490', '4418158379/172308159745', '4418158527/172308159745', '17672634647/689232638980', '17672635123/689232638980', '17672635533/689232638980', '17672635877/689232638980', '8836318079/344616319490', '17672636381/689232638980', '8836318277/344616319490', '8836318343/344616319490', '4418159196/172308159745', '4418159214/172308159745', '4418159227/172308159745', '3534527389/137846527796', '17672636971/689232638980', '17672636989/689232638980', '17672637001/689232638980']
['8836313705/344616319801', '8836313708/344616319801', '8836313713/344616319801', '679716440/26508947677', '8836313731/344616319801', '679716442/26508947677', '8836313768/344616319801', '679716446/26508947677', '8836313840/344616319801', '8836313896/344616319801', '8836313971/344616319801', '8836314067/344616319801', '8836314190/344616319801', '8836314340/344616319801', '8836314521/344616319801', '8836314730/344616319801', '8836314969/344616319801', '8836315230/344616319801', '8836315510/344616319801', '8836315802/344616319801', '8836316097/344616319801', '8836316388/344616319801', '8836316669/344616319801', '679716687/26508947677', '8836317170/344616319801', '8836317379/344616319801', '8836317560/344616319801', '8836317710/344616319801', '8836317833/344616319801', '8836317929/344616319801', '8836318004/344616319801', '8836318060/344616319801', '8836318102/344616319801', '8836318132/344616319801', '8836318154/344616319801', '8836318169/344616319801', '8836318180/344616319801', '8836318187/344616319801', '679716784/26508947677']
['8836313953/344616320050', '17672627911/689232640100', '17672627919/689232640100', '17672627931/689232640100', '17672627949/689232640100', '706905119/27569305604', '4418157003/172308160025', '4418157016/172308160025', '4418157034/172308160025', '8836314117/344616320050', '4418157091/172308160025', '8836314267/344616320050', '353452575/13784652802', '17672629017/689232640100', '8836314669/344616320050', '4418157428/172308160025', '8836315069/344616320050', '4418157652/172308160025', '17672631109/689232640100', '8836315817/344616320050', '4418158041/172308160025', '4418158172/172308160025', '17672633191/689232640100', '8836316831/344616320050', '4418158522/172308160025', '8836317231/344616320050', '17672634783/689232640100', '353452701/13784652802', '8836317633/344616320050', '4418158859/172308160025', '8836317783/344616320050', '4418158916/172308160025', '4418158934/172308160025', '4418158947/172308160025', '706905433/27569305604', '17672635851/689232640100', '17672635869/689232640100', '17672635881/689232640100', '17672635889/689232640100']
['8836314201/344616320299', '8836314203/344616320299', '8836314206/344616320299', '8836314211/344616320299', '8836314218/344616320299', '8836314229/344616320299', '8836314244/344616320299', '8836314266/344616320299', '8836314296/344616320299', '8836314338/344616320299', '8836314393/344616320299', '8836314467/344616320299', '8836314560/344616320299', '8836314677/344616320299', '8836314817/344616320299', '8836314982/344616320299', '8836315169/344616320299', '8836315378/344616320299', '8836315599/344616320299', '8836315832/344616320299', '8836316067/344616320299', '8836316300/344616320299', '8836316522/344616320299', '8836316731/344616320299', '8836316918/344616320299', '8836317083/344616320299', '8836317223/344616320299', '8836317340/344616320299', '8836317433/344616320299', '8836317507/344616320299', '8836317562/344616320299', '8836317604/344616320299', '8836317634/344616320299', '8836317656/344616320299', '8836317671/344616320299', '8836317682/344616320299', '8836317689/344616320299', '8836317694/344616320299', '8836317697/344616320299']
['35345257591/1378465281985', '35345257597/1378465281985', '3213205237/125315025635', '1860276717/72550804315', '35345257647/1378465281985', '35345257683/1378465281985', '7069051547/275693056397', '35345257809/1378465281985', '35345257913/1378465281985', '35345258057/1378465281985', '35345258251/1378465281985', '35345258507/1378465281985', '35345258837/1378465281985', '35345259249/1378465281985', '35345259747/1378465281985', '35345260333/1378465281985', '35345261003/1378465281985', '35345261747/1378465281985', '35345262543/1378465281985', '7069052675/275693056397', '35345264221/1378465281985', '7069053011/275693056397', '35345265853/1378465281985', '35345266597/1378465281985', '35345267267/1378465281985', '35345267853/1378465281985', '35345268351/1378465281985', '35345268763/1378465281985', '35345269093/1378465281985', '35345269349/1378465281985', '35345269543/1378465281985', '35345269687/1378465281985', '35345269791/1378465281985', '7069053973/275693056397', '35345269917/1378465281985', '35345269953/1378465281985', '35345269977/1378465281985', '3213206363/125315025635', '35345270003/1378465281985']
['17672629189/689232641387', '17672629191/689232641387', '17672629195/689232641387', '17672629201/689232641387', '17672629211/689232641387', '17672629225/689232641387', '17672629247/689232641387', '17672629277/689232641387', '17672629321/689232641387', '17672629381/689232641387', '17672629465/689232641387', '17672629573/689232641387', '17672629717/689232641387', '17672629895/689232641387', '17672630113/689232641387', '17672630369/689232641387', '17672630665/689232641387', '17672630991/689232641387', '17672631345/689232641387', '17672631711/689232641387', '17672632087/689232641387', '17672632455/689232641387', '17672632809/689232641387', '17672633135/689232641387', '17672633431/689232641387', '17672633687/689232641387', '17672633905/689232641387', '17672634083/689232641387', '17672634227/689232641387', '17672634335/689232641387', '17672634419/689232641387', '17672634479/689232641387', '17672634523/689232641387', '17672634553/689232641387', '17672634575/689232641387', '17672634589/689232641387', '17672634599/689232641387', '17672634605/689232641387', '17672634609/689232641387']
['17672629501/689232641700', '5890876501/229744213900', '2945438251/114872106950', '17672629511/689232641700', '17672629519/689232641700', '17672629531/689232641700', '17672629549/689232641700', '235635061/9189768556', '4418157403/172308160425', '4418157416/172308160425', '4418157434/172308160425', '17672629831/689232641700', '1472719163/57436053475', '8836315057/344616320850', '8836315153/344616320850', '8836315267/344616320850', '1472719233/57436053475', '4418157772/172308160425', '17672631403/689232641700', '1472719311/57436053475', '17672632067/689232641700', '17672632397/689232641700', '4418158178/172308160425', '1472719417/57436053475', '8836316633/344616320850', '8836316747/344616320850', '8836316843/344616320850', '1472719487/57436053475', '17672633969/689232641700', '4418158516/172308160425', '4418158534/172308160425', '4418158547/172308160425', '235635123/9189768556', '17672634251/689232641700', '17672634269/689232641700', '17672634281/689232641700', '17672634289/689232641700', '2945439049/114872106950', '5890878099/229744213900']
['17672629813/689232642013', '17672629815/689232642013', '17672629817/689232642013', '17672629821/689232642013', '17672629827/689232642013', '1039566461/40543096589', '17672629851/689232642013', '17672629873/689232642013', '17672629903/689232642013', '17672629947/689232642013', '1039566471/40543096589', '17672630089/689232642013', '17672630195/689232642013', '17672630333/689232642013', '17672630499/689232642013', '17672630699/689232642013', '17672630927/689232642013', '17672631185/689232642013', '17672631461/689232642013', '17672631753/689232642013', '1039566591/40543096589', '17672632339/689232642013', '17672632615/689232642013', '17672632873/689232642013', '1039566653/40543096589', '17672633301/689232642013', '17672633467/689232642013', '17672633605/689232642013', '17672633711/689232642013', '17672633793/689232642013', '17672633853/689232642013', '17672633897/689232642013', '17672633927/689232642013', '17672633949/689232642013', '17672633963/689232642013', '17672633973/689232642013', '17672633979/689232642013', '17672633983/689232642013', '1039566705/40543096589']
['2945438343/114872107043', '17672630059/689232642258', '5890876687/229744214086', '2945438344/114872107043', '17672630069/689232642258', '17672630077/689232642258', '17672630089/689232642258', '17672630107/689232642258', '5890876711/229744214086', '8836315085/344616321129', '8836315111/344616321129', '17672630293/689232642258', '8836315193/344616321129', '8836315253/344616321129', '8836315327/344616321129', '8836315415/344616321129', '5890877011/229744214086', '8836315631/344616321129', '17672631509/689232642258', '2945438628/114872107043', '2945438672/114872107043', '17672632291/689232642258', '8836316269/344616321129', '5890877589/229744214086', '8836316485/344616321129', '8836316573/344616321129', '8836316647/344616321129', '8836316707/344616321129', '17672633507/689232642258', '8836316789/344616321129', '8836316815/344616321129', '5890877889/229744214086', '17672633693/689232642258', '17672633711/689232642258', '17672633723/689232642258', '17672633731/689232642258', '2945438956/114872107043', '5890877913/229744214086', '17672633741/689232642258']
['930138437/36275402237', '930138437/36275402237', '17672630305/689232642503', '17672630307/689232642503', '17672630311/689232642503', '17672630317/689232642503', '17672630327/689232642503', '930138439/36275402237', '17672630363/689232642503', '17672630393/689232642503', '17672630437/689232642503', '212923259/8304007741', '17672630577/689232642503', '17672630679/689232642503', '17672630809/689232642503', '17672630961/689232642503', '930138481/36275402237', '17672631339/689232642503', '930138503/36275402237', '17672631783/689232642503', '17672632017/689232642503', '17672632243/689232642503', '17672632461/689232642503', '17672632661/689232642503', '17672632839/689232642503', '17672632991/689232642503', '17672633121/689232642503', '17672633223/689232642503', '17672633303/689232642503', '17672633363/689232642503', '17672633407/689232642503', '17672633437/689232642503', '17672633459/689232642503', '17672633473/689232642503', '17672633483/689232642503', '17672633489/689232642503', '17672633493/689232642503', '930138605/36275402237', '17672633497/689232642503']
['35345260991/1378465285391', '35345260991/1378465285391', '35345260993/1378465285391', '35345260997/1378465285391', '35345261003/1378465285391', '35345261013/1378465285391', '35345261029/1378465285391', '35345261053/1378465285391', '35345261089/1378465285391', '35345261141/1378465285391', '35345261215/1378465285391', '35345261319/1378465285391', '35345261457/1378465285391', '35345261637/1378465285391', '35345261863/1378465285391', '35345262133/1378465285391', '35345262447/1378465285391', '35345262803/1378465285391', '35345263189/1378465285391', '35345263593/1378465285391', '35345264007/1378465285391', '35345264411/1378465285391', '35345264797/1378465285391', '35345265153/1378465285391', '35345265467/1378465285391', '35345265737/1378465285391', '35345265963/1378465285391', '35345266143/1378465285391', '35345266281/1378465285391', '35345266385/1378465285391', '35345266459/1378465285391', '35345266511/1378465285391', '35345266547/1378465285391', '35345266571/1378465285391', '35345266587/1378465285391', '35345266597/1378465285391', '35345266603/1378465285391', '35345266607/1378465285391', '35345266609/1378465285391']
